method,column,outliers_removed,outlier_indices,chunk_id
IForest,Battery_Percentage,557,"[2, 2055, 6156, 6160, 17, 2065, 19, 4118, 4124, 2082, 6185, 6187, 6188, 46, 2094, 4146, 4147, 6210, 4167, 2120, 2123, 4173, 6226, 84, 6235, 4190, 96, 97, 4200, 2154, 2159, 118, 4214, 6264, 2171, 4220, 2173, 2175, 129, 2178, 2179, 4225, 135, 149, 2198, 4252, 6303, 4258, 4260, 4263, 2221, 4270, 4279, 192, 2240, 2244, 197, 2248, 206, 4303, 210, 2260, 2265, 4314, 2269, 6370, 2277, 4333, 6386, 2293, 2299, 6396, 256, 6400, 4355, 260, 2308, 2312, 6410, 6413, 6414, 272, 2321, 2322, 277, 4374, 284, 6429, 2338, 296, 6444, 303, 2352, 312, 313, 6458, 2365, 318, 321, 322, 4417, 335, 6481, 6486, 346, 2394, 2406, 6506, 371, 2422, 6519, 6520, 4476, 2429, 6524, 6525, 6526, 4490, 6539, 2444, 399, 6552, 6554, 411, 6555, 6556, 4510, 2465, 426, 427, 431, 6575, 4529, 6582, 6585, 4538, 2494, 2506, 6602, 6604, 2512, 2519, 473, 6618, 4574, 2527, 6628, 485, 4584, 2546, 505, 521, 6671, 528, 6675, 532, 2585, 2588, 6684, 549, 6693, 552, 6700, 4654, 4665, 6719, 2624, 2625, 2626, 6724, 4677, 2633, 587, 6733, 6736, 595, 2643, 6740, 4695, 602, 4700, 6751, 6754, 6766, 2672, 2674, 6774, 636, 4734, 2689, 2691, 4742, 4749, 2703, 6800, 4754, 6803, 6807, 4764, 4769, 6817, 4771, 6820, 678, 6824, 6829, 6838, 4797, 4800, 4803, 4807, 6858, 4812, 6876, 734, 6879, 736, 744, 4846, 754, 2802, 6903, 6908, 2818, 6914, 6915, 2830, 6926, 4881, 787, 6931, 4888, 799, 2847, 4898, 6951, 6952, 4910, 819, 820, 823, 2872, 827, 2875, 4924, 830, 2879, 4925, 4928, 6974, 836, 2888, 2894, 6993, 852, 2901, 4952, 863, 4961, 4965, 4967, 4968, 2925, 4975, 7035, 4989, 896, 2950, 2951, 904, 5002, 7051, 7052, 910, 2968, 921, 5016, 7067, 7069, 927, 7071, 929, 5026, 7072, 7073, 5030, 935, 7082, 5038, 7086, 946, 5043, 5054, 959, 961, 5057, 5058, 7108, 7110, 5063, 7111, 3021, 7123, 5079, 991, 3039, 3041, 3042, 7138, 996, 7141, 3047, 7149, 1008, 7157, 5110, 7165, 5122, 1029, 1030, 5128, 1033, 5140, 1046, 7190, 5145, 3108, 3111, 7216, 1081, 1082, 5180, 7228, 1087, 5186, 5199, 7247, 5206, 5207, 7256, 3161, 5217, 1123, 3172, 3184, 7285, 3198, 1154, 3204, 1163, 5260, 5265, 3219, 1174, 3222, 1184, 1187, 3235, 1189, 1197, 1200, 1207, 1210, 5309, 5318, 3276, 3279, 3284, 5337, 1242, 5341, 5342, 5344, 1252, 5351, 1261, 1264, 3313, 1273, 5369, 1279, 5379, 5381, 3339, 3340, 1293, 5390, 5394, 1305, 1307, 1311, 3361, 3366, 1323, 1324, 1329, 3377, 3383, 5435, 3389, 1342, 3391, 3396, 5447, 1366, 5462, 5463, 1369, 1374, 3426, 5483, 1388, 5487, 3441, 1395, 5496, 3451, 5500, 3455, 5505, 5507, 3461, 3468, 3470, 1431, 1434, 1435, 3483, 3486, 1449, 3501, 5549, 5557, 5558, 3515, 1482, 5583, 1489, 5588, 3556, 3562, 1521, 5622, 3580, 5628, 1540, 3590, 1545, 1546, 3593, 3598, 5647, 1556, 1560, 3608, 5667, 1577, 5673, 1583, 5683, 3637, 3646, 3650, 3655, 5715, 5721, 5733, 1638, 3689, 5746, 3699, 5750, 1655, 3705, 3716, 3731, 1685, 3738, 5787, 3740, 5790, 1699, 1703, 5799, 1717, 5814, 5817, 3785, 1744, 3795, 5846, 1753, 1754, 3811, 5860, 5867, 1772, 1773, 3831, 1785, 1797, 3847, 1812, 3865, 1826, 1831, 3883, 5931, 1842, 3892, 3901, 5951, 5954, 5955, 5957, 3916, 3919, 3922, 3923, 5979, 1887, 1895, 5991, 1897, 5993, 1908, 1915, 1944, 6041, 6048, 1959, 4008, 1961, 6055, 4011, 4021, 4022, 6073, 4026, 1997, 4047, 4049, 6097, 2004, 6107, 2012, 4062, 6112, 4069, 2025, 4074, 4075, 2035, 2039, 6136, 4093, 6142]",1
LODA,Battery_Percentage,271,"[1029, 3590, 5128, 521, 1033, 1545, 1546, 6156, 3598, 5647, 6160, 17, 2065, 19, 532, 1556, 1046, 4118, 1560, 5140, 5145, 6675, 2588, 4124, 6684, 5667, 3108, 6693, 1577, 5673, 6185, 6700, 2094, 1583, 4146, 4147, 5683, 4665, 1082, 6719, 2624, 2626, 3650, 5186, 6210, 6724, 3655, 2120, 4167, 2123, 4173, 6733, 5199, 6226, 5207, 7256, 4700, 6751, 96, 5217, 6754, 1123, 5733, 4200, 3689, 2154, 6766, 2672, 5746, 3699, 118, 4214, 6264, 6774, 2171, 636, 2173, 4220, 2175, 129, 1154, 2178, 2179, 2691, 3204, 135, 1163, 6800, 3219, 1685, 1174, 3222, 5787, 3740, 1184, 1187, 6820, 1189, 678, 1703, 4263, 5799, 4270, 1717, 5814, 4279, 1210, 4797, 5309, 4800, 2244, 197, 5318, 4807, 3785, 6858, 3276, 4303, 1744, 210, 3795, 3284, 5846, 1242, 4314, 2269, 5341, 6370, 3811, 5860, 5351, 744, 1772, 1773, 4333, 1264, 754, 2802, 3831, 2299, 6396, 6908, 1279, 256, 6400, 6914, 4355, 260, 6915, 3847, 3339, 1293, 2830, 5390, 2321, 4881, 6931, 1812, 1307, 6429, 799, 2847, 1826, 2338, 4898, 1323, 1324, 3883, 4910, 303, 819, 312, 827, 2875, 4924, 830, 2879, 4925, 4928, 6974, 836, 3396, 5957, 3916, 3922, 2901, 1366, 5462, 4952, 863, 1887, 2406, 1895, 5991, 1897, 6506, 2925, 5487, 371, 1395, 5496, 1915, 3451, 4476, 4989, 3455, 5500, 5505, 6525, 3461, 2950, 3468, 7052, 2968, 5016, 6552, 411, 3483, 6554, 3486, 7067, 7069, 7071, 5026, 7072, 7073, 5030, 1959, 4008, 1961, 6055, 4011, 3501, 5549, 4529, 946, 5043, 5557, 5558, 6582, 6073, 4026, 3515, 959, 7110, 7111, 1997, 5583, 1489, 7123, 2004, 5588, 473, 2012, 4574, 991, 2527, 3039, 3042, 3556, 4069, 6628, 7141, 3562, 4075, 1008, 1521, 2035, 5622, 5628, 6142]",1
OC-SVM,Battery_Percentage,557,"[2, 2055, 6156, 6160, 17, 2065, 19, 4118, 4124, 2082, 6185, 6187, 6188, 46, 2094, 4146, 4147, 6210, 4167, 2120, 2123, 4173, 6226, 84, 6235, 4190, 96, 97, 4200, 2154, 2159, 118, 4214, 6264, 2171, 4220, 2173, 2175, 129, 2178, 2179, 4225, 135, 149, 2198, 4252, 6303, 4258, 4260, 4263, 2221, 4270, 4279, 192, 2240, 2244, 197, 2248, 206, 4303, 210, 2260, 2265, 4314, 2269, 6370, 2277, 4333, 6386, 2293, 2299, 6396, 256, 6400, 4355, 260, 2308, 2312, 6410, 6413, 6414, 272, 2321, 2322, 277, 4374, 284, 6429, 2338, 296, 6444, 303, 2352, 312, 313, 6458, 2365, 318, 321, 322, 4417, 335, 6481, 6486, 346, 2394, 2406, 6506, 371, 2422, 6519, 6520, 4476, 2429, 6524, 6525, 6526, 4490, 6539, 2444, 399, 6552, 6554, 411, 6555, 6556, 4510, 2465, 426, 427, 431, 6575, 4529, 6582, 6585, 4538, 2494, 2506, 6602, 6604, 2512, 2519, 473, 6618, 4574, 2527, 6628, 485, 4584, 2546, 505, 521, 6671, 528, 6675, 532, 2585, 2588, 6684, 549, 6693, 552, 6700, 4654, 4665, 6719, 2624, 2625, 2626, 6724, 4677, 2633, 587, 6733, 6736, 595, 2643, 6740, 4695, 602, 4700, 6751, 6754, 6766, 2672, 2674, 6774, 636, 4734, 2689, 2691, 4742, 4749, 2703, 6800, 4754, 6803, 6807, 4764, 4769, 6817, 4771, 6820, 678, 6824, 6829, 6838, 4797, 4800, 4803, 4807, 6858, 4812, 6876, 734, 6879, 736, 744, 4846, 754, 2802, 6903, 6908, 2818, 6914, 6915, 2830, 6926, 4881, 787, 6931, 4888, 799, 2847, 4898, 6951, 6952, 4910, 819, 820, 823, 2872, 827, 2875, 4924, 830, 2879, 4925, 4928, 6974, 836, 2888, 2894, 6993, 852, 2901, 4952, 863, 4961, 4965, 4967, 4968, 2925, 4975, 7035, 4989, 896, 2950, 2951, 904, 5002, 7051, 7052, 910, 2968, 921, 5016, 7067, 7069, 927, 7071, 929, 5026, 7072, 7073, 5030, 935, 7082, 5038, 7086, 946, 5043, 5054, 959, 961, 5057, 5058, 7108, 7110, 5063, 7111, 3021, 7123, 5079, 991, 3039, 3041, 3042, 7138, 996, 7141, 3047, 7149, 1008, 7157, 5110, 7165, 5122, 1029, 1030, 5128, 1033, 5140, 1046, 7190, 5145, 3108, 3111, 7216, 1081, 1082, 5180, 7228, 1087, 5186, 5199, 7247, 5206, 5207, 7256, 3161, 5217, 1123, 3172, 3184, 7285, 3198, 1154, 3204, 1163, 5260, 5265, 3219, 1174, 3222, 1184, 1187, 3235, 1189, 1197, 1200, 1207, 1210, 5309, 5318, 3276, 3279, 3284, 5337, 1242, 5341, 5342, 5344, 1252, 5351, 1261, 1264, 3313, 1273, 5369, 1279, 5379, 5381, 3339, 3340, 1293, 5390, 5394, 1305, 1307, 1311, 3361, 3366, 1323, 1324, 1329, 3377, 3383, 5435, 3389, 1342, 3391, 3396, 5447, 1366, 5462, 5463, 1369, 1374, 3426, 5483, 1388, 5487, 3441, 1395, 5496, 3451, 5500, 3455, 5505, 5507, 3461, 3468, 3470, 1431, 1434, 1435, 3483, 3486, 1449, 3501, 5549, 5557, 5558, 3515, 1482, 5583, 1489, 5588, 3556, 3562, 1521, 5622, 3580, 5628, 1540, 3590, 1545, 1546, 3593, 3598, 5647, 1556, 1560, 3608, 5667, 1577, 5673, 1583, 5683, 3637, 3646, 3650, 3655, 5715, 5721, 5733, 1638, 3689, 5746, 3699, 5750, 1655, 3705, 3716, 3731, 1685, 3738, 5787, 3740, 5790, 1699, 1703, 5799, 1717, 5814, 5817, 3785, 1744, 3795, 5846, 1753, 1754, 3811, 5860, 5867, 1772, 1773, 3831, 1785, 1797, 3847, 1812, 3865, 1826, 1831, 3883, 5931, 1842, 3892, 3901, 5951, 5954, 5955, 5957, 3916, 3919, 3922, 3923, 5979, 1887, 1895, 5991, 1897, 5993, 1908, 1915, 1944, 6041, 6048, 1959, 4008, 1961, 6055, 4011, 4021, 4022, 6073, 4026, 1997, 4047, 4049, 6097, 2004, 6107, 2012, 4062, 6112, 4069, 2025, 4074, 4075, 2035, 2039, 6136, 4093, 6142]",1
Z-Score,Battery_Percentage,141,"[3590, 5128, 1033, 1545, 3598, 6160, 2065, 19, 532, 6675, 1046, 1560, 2588, 6684, 3108, 6693, 5673, 6185, 1583, 5683, 4665, 6719, 2624, 4167, 2123, 4173, 6733, 6226, 7256, 96, 5217, 6754, 4200, 3689, 6766, 5746, 118, 4214, 6264, 636, 2173, 129, 1154, 2691, 3204, 6800, 1174, 3222, 5787, 3740, 6820, 1189, 4263, 4270, 1717, 5814, 1210, 5309, 2244, 5318, 3785, 4303, 1744, 210, 3795, 3284, 5846, 1242, 5341, 6370, 5860, 5351, 744, 1772, 4333, 2802, 6396, 6908, 256, 6400, 6914, 6915, 260, 2830, 799, 2847, 1826, 2338, 4898, 819, 2875, 4924, 4925, 830, 836, 5957, 3922, 1366, 5462, 863, 1895, 5991, 1897, 5487, 4476, 2950, 7052, 2968, 6552, 6554, 411, 7067, 3486, 7071, 7072, 7073, 1959, 4008, 1961, 4529, 946, 5043, 5557, 6582, 6073, 959, 7110, 7111, 1997, 5583, 1489, 7123, 2004, 473, 991, 3556, 4069, 6628, 1521, 2035, 6142]",1
IQR,Battery_Percentage,27,"[6400, 6675, 532, 3222, 1174, 1959, 1961, 1583, 4529, 946, 5814, 5309, 4167, 7111, 4173, 4303, 1489, 3795, 1366, 991, 6370, 1772, 6766, 2035, 6264, 636, 6142]",1
MAD,Battery_Percentage,141,"[3590, 5128, 1033, 1545, 3598, 6160, 2065, 19, 532, 6675, 1046, 1560, 2588, 6684, 3108, 6693, 5673, 6185, 1583, 5683, 4665, 6719, 2624, 4167, 2123, 4173, 6733, 6226, 7256, 96, 5217, 6754, 4200, 3689, 6766, 5746, 118, 4214, 6264, 636, 2173, 129, 1154, 2691, 3204, 6800, 1174, 3222, 5787, 3740, 6820, 1189, 4263, 4270, 1717, 5814, 1210, 5309, 2244, 5318, 3785, 4303, 1744, 210, 3795, 3284, 5846, 1242, 5341, 6370, 5860, 5351, 744, 1772, 4333, 2802, 6396, 6908, 256, 6400, 6914, 6915, 260, 2830, 799, 2847, 1826, 2338, 4898, 819, 2875, 4924, 4925, 830, 836, 5957, 3922, 1366, 5462, 863, 1895, 5991, 1897, 5487, 4476, 2950, 7052, 2968, 6552, 6554, 411, 7067, 3486, 7071, 7072, 7073, 1959, 4008, 1961, 4529, 946, 5043, 5557, 6582, 6073, 959, 7110, 7111, 1997, 5583, 1489, 7123, 2004, 473, 991, 3556, 4069, 6628, 1521, 2035, 6142]",1
HBOS,Accelerometer_Range,372,"[4096, 6145, 14, 6164, 4117, 6170, 4130, 45, 48, 2098, 6194, 4151, 4164, 2117, 74, 2140, 2143, 4194, 6250, 2155, 115, 6265, 6274, 2181, 6283, 2195, 150, 6294, 2207, 169, 173, 175, 2227, 2229, 2232, 2234, 6334, 2243, 2246, 6354, 4308, 2264, 223, 2274, 4327, 2281, 6378, 4338, 6387, 4345, 253, 4350, 6408, 281, 4383, 2341, 6447, 6451, 308, 310, 314, 4411, 6474, 2379, 2390, 4444, 353, 4468, 2429, 2433, 2441, 394, 4489, 399, 6545, 4503, 4504, 2459, 4507, 4513, 6565, 6574, 2485, 6588, 4544, 2497, 6596, 6598, 2507, 4558, 6606, 2514, 468, 479, 4576, 2535, 6632, 4591, 4594, 6646, 6650, 4602, 520, 4616, 4620, 4624, 538, 6685, 543, 2597, 551, 555, 6702, 569, 6713, 575, 4677, 4678, 6725, 6735, 592, 597, 6741, 602, 2651, 4707, 612, 2666, 4726, 6779, 2687, 6785, 2700, 4749, 656, 2711, 4776, 2731, 6828, 2733, 689, 697, 4809, 6861, 718, 2792, 745, 2794, 4846, 4854, 2808, 6913, 4866, 4867, 2834, 6933, 2839, 4889, 4891, 2846, 802, 2864, 818, 4915, 6963, 828, 2876, 2881, 4931, 4937, 844, 2892, 6990, 6993, 854, 6999, 2908, 2916, 4975, 2930, 2931, 2937, 7040, 4993, 2946, 4995, 7042, 4998, 908, 909, 5007, 5013, 5017, 2979, 5028, 2983, 2984, 2988, 5045, 3001, 961, 967, 989, 7135, 3044, 5092, 1004, 3053, 7148, 5105, 1011, 3066, 5114, 3069, 7171, 3078, 1031, 1038, 7196, 1053, 5152, 1058, 7209, 3116, 7216, 1077, 5175, 7228, 3160, 5216, 1124, 3172, 3179, 3180, 3190, 1143, 5240, 1150, 7295, 5254, 5275, 3238, 1192, 5288, 1194, 5290, 3247, 5306, 3282, 1236, 3285, 1252, 5349, 3302, 3315, 3333, 1295, 1302, 5401, 5408, 1314, 1315, 5411, 5421, 3376, 5435, 3389, 3394, 3397, 1362, 3413, 1373, 1388, 1392, 5503, 3459, 1412, 3472, 5523, 5524, 1429, 1443, 1444, 1463, 3518, 3520, 5571, 5573, 3527, 5584, 5589, 3546, 1514, 1516, 1518, 3576, 1543, 3591, 1547, 5643, 5645, 5646, 5653, 5656, 1562, 1568, 1594, 3647, 1605, 3673, 5725, 1633, 1635, 1636, 3691, 5741, 1648, 3701, 1664, 1669, 5770, 5783, 1690, 5788, 5803, 1725, 3774, 3780, 5833, 3794, 5847, 5849, 3808, 5867, 1775, 5880, 5882, 5887, 3840, 1802, 5907, 1814, 5926, 5933, 3890, 3897, 3898, 3900, 3901, 5967, 5971, 3932, 5985, 3943, 6002, 1907, 3972, 6027, 1947, 6054, 4036, 1990, 4045, 6098, 6102, 2007, 4058, 2021, 4072, 2027, 2043, 2046]",1
kNN,Accelerometer_Range,252,"[4096, 6145, 3078, 1031, 520, 1543, 4616, 1547, 4620, 5643, 14, 1038, 5646, 7186, 6164, 5656, 538, 5148, 1053, 6685, 1568, 5152, 551, 7209, 3116, 45, 2098, 1077, 4151, 6713, 575, 577, 4164, 2117, 4677, 6725, 2121, 74, 6741, 2140, 2143, 5216, 4194, 612, 1124, 1636, 3172, 3179, 3691, 5740, 5741, 7281, 4602, 115, 3701, 3190, 6265, 6779, 1662, 1664, 6785, 6274, 1669, 5770, 6283, 3729, 150, 2711, 6294, 1690, 5275, 5788, 2207, 6822, 5801, 1194, 683, 2731, 173, 2733, 3247, 5290, 689, 1714, 5803, 6828, 3768, 697, 2234, 1725, 3774, 6334, 2243, 3781, 1737, 4809, 5833, 6861, 718, 3282, 3794, 4308, 3285, 2264, 3802, 2274, 1252, 3302, 2281, 5867, 4846, 1775, 4338, 6387, 4854, 5882, 253, 5887, 3840, 6913, 4866, 3333, 6408, 1802, 1295, 5394, 6933, 1814, 791, 2839, 281, 4891, 2844, 4383, 1314, 5411, 2341, 5421, 6447, 3376, 818, 3890, 6963, 310, 5430, 3898, 4411, 2876, 3900, 2881, 3394, 837, 5960, 4937, 6474, 2379, 844, 5967, 6993, 3923, 3413, 2390, 4441, 3932, 4444, 3422, 4450, 2916, 1388, 3438, 1903, 1392, 2930, 1907, 380, 2429, 894, 5503, 4992, 2433, 4993, 3459, 1412, 3460, 5509, 6536, 4489, 394, 396, 909, 5516, 399, 3472, 5007, 1429, 4503, 4507, 1949, 4513, 2979, 5028, 6565, 3494, 2983, 2984, 4520, 2988, 6574, 2485, 950, 951, 4535, 6070, 4539, 1983, 3520, 2497, 4544, 4036, 5573, 6596, 967, 6598, 6095, 5584, 2514, 468, 1492, 5589, 6102, 3546, 4058, 6108, 5086, 479, 4576, 5092, 2021, 4072, 6632, 1516, 3053, 4591, 2545, 5105, 1011, 6644, 6646, 3576, 6650, 1020, 3069]",1
IForest,Accelerometer_Range,411,"[4096, 6145, 14, 6164, 2083, 45, 2095, 2098, 2101, 4151, 4156, 68, 2117, 4164, 73, 74, 2121, 6221, 82, 2140, 2141, 4188, 2143, 4194, 99, 115, 4213, 6265, 4221, 6274, 2182, 4234, 6283, 150, 6294, 2207, 2208, 161, 162, 173, 4281, 2234, 189, 6334, 2243, 2251, 2258, 4308, 2264, 2274, 6376, 2281, 4334, 4338, 6387, 253, 2311, 6408, 6422, 281, 4383, 289, 2341, 2343, 6447, 310, 4409, 4411, 6474, 2379, 2390, 4441, 4444, 4445, 352, 4450, 380, 2429, 382, 2433, 6536, 4489, 394, 4490, 396, 399, 4503, 2457, 4507, 4513, 4516, 6565, 4520, 2478, 6574, 2485, 4535, 4539, 448, 2497, 2498, 4544, 6596, 6598, 2514, 468, 470, 4571, 479, 4576, 6632, 4591, 2545, 6644, 6646, 6650, 4602, 520, 4616, 4620, 4632, 538, 6685, 4646, 551, 6713, 575, 577, 4677, 6725, 585, 4683, 6739, 6741, 6748, 4701, 2656, 612, 2661, 6779, 4732, 6785, 4756, 2711, 668, 6822, 683, 2731, 685, 2733, 6828, 4784, 689, 690, 4786, 4789, 696, 697, 4809, 6861, 718, 4846, 4854, 6913, 4866, 2826, 2833, 6933, 791, 2839, 4891, 2844, 818, 6963, 2876, 2881, 835, 837, 4937, 844, 6993, 4962, 2916, 4967, 7019, 2930, 7026, 2934, 894, 4992, 4993, 2951, 909, 5007, 2965, 2966, 2979, 5028, 2983, 2984, 5034, 2988, 2990, 950, 951, 956, 3008, 5060, 967, 970, 5076, 5086, 5092, 3053, 3055, 5105, 1011, 1013, 1020, 3069, 3070, 5119, 1023, 3078, 1031, 7177, 1038, 1041, 3089, 1043, 7186, 5148, 1053, 5152, 7209, 3116, 1077, 7221, 5187, 3140, 7238, 3144, 5204, 5216, 1124, 3172, 3179, 7281, 3190, 1155, 3205, 5275, 1194, 5290, 3247, 5300, 1212, 5311, 3267, 3282, 3285, 5339, 1252, 3302, 1260, 1262, 5360, 3333, 1295, 5392, 5394, 3347, 5398, 1305, 1311, 5409, 1314, 5411, 5421, 3375, 3376, 5430, 1335, 3394, 3413, 1371, 3422, 1388, 3438, 1392, 1405, 5503, 3459, 3460, 1412, 5509, 1417, 5516, 3472, 1429, 1431, 1432, 3482, 3494, 1449, 1467, 5565, 3520, 3523, 1477, 5573, 5580, 5584, 1492, 5589, 3546, 1516, 3576, 1533, 1543, 1547, 5643, 5646, 3603, 5656, 5657, 1568, 1573, 5689, 1636, 5732, 1639, 3691, 5739, 5740, 5741, 3701, 1662, 1664, 5763, 1669, 3718, 5770, 5772, 3725, 3729, 1690, 5788, 5801, 5803, 1714, 1715, 5810, 3768, 1725, 3774, 3781, 1737, 5833, 3794, 3802, 5867, 5869, 1775, 1778, 3828, 3832, 5882, 5887, 3840, 1802, 1803, 3854, 1813, 1814, 5916, 1825, 1828, 3879, 3890, 3898, 3900, 5960, 5967, 1872, 3923, 3932, 3947, 1903, 1907, 1919, 1929, 1934, 1939, 1949, 6051, 1960, 4009, 4022, 6070, 1977, 1983, 4036, 6095, 6102, 4058, 6108, 2021, 4072, 4077, 6127]",1
LODA,Accelerometer_Range,374,"[4096, 6145, 14, 6164, 2083, 2095, 2098, 2101, 4151, 4156, 68, 4164, 73, 74, 2121, 6221, 82, 2140, 2141, 4188, 2143, 4194, 99, 115, 4213, 6265, 4221, 6274, 2182, 4234, 6283, 150, 2207, 2208, 161, 162, 173, 4281, 189, 6334, 2243, 2251, 2258, 4308, 2274, 6376, 4334, 4338, 6387, 253, 2311, 6422, 281, 4383, 289, 2341, 2343, 6447, 310, 4409, 4411, 4441, 4444, 4445, 352, 4450, 380, 382, 6536, 4489, 394, 4490, 396, 399, 4503, 2457, 4507, 4513, 4516, 6565, 4520, 2478, 6574, 2485, 4535, 4539, 448, 2497, 2498, 4544, 6598, 2514, 468, 470, 4571, 479, 4576, 6632, 2545, 6644, 6650, 4616, 4620, 4632, 538, 6685, 4646, 551, 6713, 575, 577, 4677, 6725, 585, 4683, 6739, 6748, 4701, 2656, 612, 2661, 6779, 4732, 6785, 4756, 2711, 668, 6822, 683, 2731, 685, 2733, 6828, 4784, 689, 690, 4786, 4789, 696, 697, 718, 4846, 4854, 4866, 2826, 2833, 6933, 791, 2839, 4891, 2844, 818, 6963, 2876, 2881, 835, 837, 4937, 844, 6993, 4962, 2916, 4967, 7019, 2930, 7026, 2934, 894, 4992, 4993, 2951, 909, 5007, 2965, 2966, 2979, 5028, 2983, 2984, 5034, 2988, 2990, 950, 951, 956, 3008, 5060, 967, 970, 5076, 5086, 5092, 3053, 3055, 5105, 1011, 1013, 1020, 3070, 1023, 5119, 1031, 7177, 1038, 1041, 3089, 1043, 7186, 5148, 1053, 5152, 7209, 3116, 7221, 5187, 3140, 7238, 3144, 5204, 5216, 1124, 3172, 7281, 3190, 1155, 3205, 5275, 1194, 5290, 3247, 5300, 1212, 5311, 3267, 3282, 3285, 5339, 1252, 3302, 1260, 1262, 5360, 3333, 1295, 5392, 5394, 3347, 5398, 1305, 1311, 5409, 1314, 3375, 3376, 5430, 1335, 3394, 3413, 1371, 3422, 1388, 3438, 1392, 1405, 3459, 1412, 3460, 5509, 1417, 5516, 3472, 1429, 1431, 1432, 3482, 3494, 1449, 1467, 5565, 3520, 3523, 1477, 5573, 5580, 1492, 5589, 3576, 1533, 1543, 1547, 5646, 3603, 5656, 5657, 1573, 5689, 1636, 5732, 1639, 3691, 5739, 5740, 5741, 3701, 1662, 1664, 5763, 1669, 3718, 5770, 5772, 3725, 3729, 1690, 5788, 5801, 5803, 1714, 1715, 5810, 3768, 1725, 3774, 3781, 1737, 5833, 3794, 3802, 5867, 5869, 1775, 1778, 3828, 3832, 5887, 3840, 1802, 1803, 3854, 1813, 5916, 1825, 1828, 3879, 3890, 3898, 3900, 5960, 5967, 1872, 3923, 3932, 3947, 1903, 1907, 1919, 1929, 1934, 1939, 1949, 6051, 1960, 4009, 4022, 6070, 1977, 1983, 4036, 6095, 6102, 4058, 6108, 4077, 6127]",1
OC-SVM,Accelerometer_Range,424,"[4096, 6145, 14, 6164, 4117, 6170, 4130, 45, 48, 2098, 6194, 4151, 4164, 2117, 2121, 74, 2140, 2143, 4194, 6250, 2155, 115, 6265, 6274, 2181, 6283, 2195, 150, 6294, 2207, 169, 173, 175, 2227, 2229, 2232, 2234, 6334, 2243, 2246, 6354, 4308, 2264, 223, 2274, 4327, 2281, 6378, 4338, 6387, 4345, 253, 4350, 6408, 281, 4383, 2341, 6447, 6451, 308, 310, 314, 4411, 6474, 2379, 2390, 4441, 4444, 353, 4450, 4468, 380, 2429, 2433, 6536, 2441, 394, 4489, 396, 399, 6545, 4503, 4504, 2459, 4507, 4513, 6565, 4520, 6574, 2485, 4535, 4539, 6588, 4544, 2497, 6596, 6598, 2507, 4558, 6606, 2514, 468, 479, 4576, 2535, 6632, 4591, 2545, 4594, 6644, 6646, 6650, 4602, 520, 4616, 4620, 4624, 538, 6685, 543, 2597, 551, 555, 6702, 569, 6713, 575, 577, 4677, 4678, 6725, 6735, 592, 597, 6741, 602, 2651, 4707, 612, 2666, 4726, 6779, 2687, 6785, 2700, 4749, 656, 2711, 6822, 4776, 683, 2731, 2733, 6828, 689, 697, 4809, 6861, 718, 2792, 745, 2794, 4846, 4854, 2808, 6913, 4866, 4867, 2834, 6933, 791, 2839, 4889, 4891, 2844, 2846, 802, 2864, 818, 4915, 6963, 828, 2876, 2881, 4931, 837, 4937, 844, 2892, 6990, 6993, 854, 6999, 2908, 2916, 4975, 2930, 2931, 2937, 894, 4992, 4993, 2946, 4995, 7040, 7042, 4998, 908, 909, 5007, 5013, 5017, 2979, 5028, 2983, 2984, 2988, 5045, 950, 951, 3001, 961, 967, 989, 5086, 7135, 3044, 5092, 1004, 3053, 7148, 5105, 1011, 3066, 5114, 1020, 3069, 7171, 3078, 1031, 1038, 7186, 5148, 1053, 7196, 5152, 1058, 7209, 3116, 7216, 1077, 5175, 7228, 3160, 5216, 1124, 3172, 3179, 3180, 7281, 3190, 1143, 5240, 1150, 7295, 5254, 5275, 3238, 1192, 5288, 1194, 5290, 3247, 5306, 3282, 1236, 3285, 1252, 5349, 3302, 3315, 3333, 1295, 5394, 1302, 5401, 5408, 1314, 1315, 5411, 5421, 3376, 5430, 5435, 3389, 3394, 3397, 1362, 3413, 1373, 3422, 1388, 3438, 1392, 5503, 3459, 1412, 3460, 5509, 5516, 3472, 5523, 5524, 1429, 1443, 1444, 3494, 1463, 3518, 3520, 5571, 5573, 3527, 5584, 1492, 5589, 3546, 1514, 1516, 1518, 3576, 1543, 3591, 1547, 5643, 5645, 5646, 5653, 5656, 1562, 1568, 1594, 3647, 1605, 3673, 5725, 1633, 1635, 1636, 3691, 5740, 5741, 1648, 3701, 1662, 1664, 1669, 5770, 3729, 5783, 1690, 5788, 5801, 5803, 1714, 3768, 1725, 3774, 3780, 3781, 1737, 5833, 3794, 5847, 5849, 3802, 3808, 5867, 1775, 5880, 5882, 5887, 3840, 1802, 5907, 1814, 5926, 5933, 3890, 3897, 3898, 3900, 3901, 5960, 5967, 3923, 5971, 3932, 5985, 3943, 1903, 6002, 1907, 3972, 6027, 1947, 1949, 6054, 6070, 1983, 4036, 1990, 4045, 6095, 6098, 6102, 2007, 4058, 6108, 2021, 4072, 2027, 2043, 2046]",1
Z-Score,Accelerometer_Range,0,[],1
IQR,Accelerometer_Range,0,[],1
MAD,Accelerometer_Range,0,[],1
